,label,PREDICT,height,weight,,,,,,,,
4502,normal,normal,177,60,,,,,,,,
4503,fat,fat,126,79,,,,,,,,
4504,normal,normal,132,35,,,,,,,,
4505,normal,normal,182,78,,,,,,,,
4506,normal,normal,186,69,,,,,,,,
4507,normal,normal,188,77,,,,,,,,
4508,fat,fat,139,51,,,,,,,,
4509,thin,thin,193,36,,,,,,,,
4510,fat,fat,150,70,,,,,,,,
4511,fat,fat,139,53,,,,,,,,
4512,normal,normal,165,66,,,,,,,,
4513,fat,fat,128,65,,,,,,,,
4514,normal,normal,180,75,,,,,,,,
4515,thin,thin,170,51,,,,,,,,
4516,fat,fat,157,64,,,,,,,,
4517,thin,thin,196,52,,,,,,,,
4518,thin,thin,176,57,,,,,,,,
4519,normal,normal,152,53,,,,,,,,
4520,thin,thin,193,41,,,,,,,,
4521,normal,normal,181,69,,,,,,,,
4522,fat,fat,123,45,,,,,,,,
4523,fat,fat,136,73,,,,,,,,
4524,normal,normal,156,47,,,,,,,,
4525,fat,fat,131,50,,,,,,,,
4526,normal,normal,143,38,,,,,,,,
4527,normal,normal,166,68,,,,,,,,
4528,normal,normal,141,42,,,,,,,,
4529,normal,normal,158,47,,,,,,,,
4530,fat,fat,144,65,,,,,,,,
4531,thin,thin,186,62,,,,,,,,
4532,thin,thin,197,37,,,,,,,,
4533,thin,thin,162,39,,,,,,,,
4534,fat,fat,140,68,,,,,,,,
4535,thin,thin,185,57,,,,,,,,
4536,normal,normal,162,56,,,,,,,,
4537,normal,normal,194,76,,,,,,,,
4538,thin,thin,197,53,,,,,,,,
4539,fat,fat,143,69,,,,,,,,
4540,normal,normal,153,45,,,,,,,,
4541,thin,thin,200,47,,,,,,,,
4542,normal,normal,158,52,,,,,,,,
4543,fat,fat,158,63,,,,,,,,
4544,fat,fat,174,78,,,,,,,,
4545,thin,thin,191,65,,,,,,,,
4546,fat,fat,139,76,,,,,,,,
4547,thin,thin,190,37,,,,,,,,
4548,thin,thin,175,49,,,,,,,,
4549,fat,fat,146,68,,,,,,,,
4550,normal,normal,149,55,,,,,,,,
4551,fat,fat,133,66,,,,,,,,
4552,fat,fat,122,53,,,,,,,,
4553,normal,normal,171,70,,,,,,,,
4554,fat,fat,138,54,,,,,,,,
4555,fat,fat,142,79,,,,,,,,
4556,normal,normal,200,80,,,,,,,,
4557,thin,thin,199,54,,,,,,,,
4558,normal,normal,182,66,,,,,,,,
4559,normal,normal,161,62,,,,,,,,
4560,normal,normal,160,53,,,,,,,,
4561,thin,thin,155,38,,,,,,,,
4562,fat,fat,120,59,,,,,,,,
4563,fat,fat,129,61,,,,,,,,
4564,normal,normal,140,39,,,,,,,,
4565,fat,fat,138,76,,,,,,,,
4566,thin,thin,176,50,,,,,,,,
4567,thin,thin,176,36,,,,,,,,
4568,fat,fat,159,80,,,,,,,,
4569,thin,thin,183,53,,,,,,,,
4570,thin,thin,155,35,,,,,,,,
4571,fat,fat,134,59,,,,,,,,
4572,fat,fat,137,77,,,,,,,,
4573,thin,thin,187,36,,,,,,,,
4574,normal,normal,159,61,,,,,,,,
4575,normal,normal,139,45,,,,,,,,
4576,thin,thin,186,38,,,,,,,,
4577,fat,fat,137,69,,,,,,,,
4578,normal,normal,164,60,,,,,,,,
4579,thin,thin,191,40,,,,,,,,
4580,normal,normal,191,72,,,,,,,,
4581,thin,thin,186,51,,,,,,,,
4582,thin,thin,188,64,,,,,,,,
4583,normal,normal,183,63,,,,,,,,
4584,fat,fat,160,71,,,,,,,,
4585,normal,normal,195,72,,,,,,,,
4586,normal,normal,164,56,,,,,,,,
4587,fat,fat,125,77,,,,,,,,
4588,normal,normal,197,80,,,,,,,,
4589,normal,normal,147,47,,,,,,,,
4590,fat,fat,159,74,,,,,,,,
4591,fat,fat,139,62,,,,,,,,
4592,thin,thin,164,42,,,,,,,,
4593,fat,fat,146,72,,,,,,,,
4594,thin,thin,188,64,,,,,,,,
4595,fat,fat,130,74,,,,,,,,
4596,fat,fat,138,72,,,,,,,,
4597,normal,normal,165,57,,,,,,,,
4598,normal,normal,125,39,,,,,,,,
4599,fat,fat,126,49,,,,,,,,
4600,fat,fat,138,61,,,,,,,,
4601,fat,fat,169,80,,,,,,,,
4602,thin,thin,174,38,,,,,,,,
4603,fat,fat,123,77,,,,,,,,
4604,normal,normal,162,63,,,,,,,,
4605,fat,fat,126,60,,,,,,,,
4606,fat,fat,136,74,,,,,,,,
4607,thin,thin,174,37,,,,,,,,
4608,fat,fat,122,38,,,,,,,,
4609,normal,normal,169,62,,,,,,,,
4610,normal,normal,182,67,,,,,,,,
4611,fat,fat,122,43,,,,,,,,
4612,thin,thin,191,41,,,,,,,,
4613,thin,thin,193,45,,,,,,,,
4614,fat,fat,120,61,,,,,,,,
4615,fat,fat,149,58,,,,,,,,
4616,fat,fat,122,64,,,,,,,,
4617,normal,normal,166,64,,,,,,,,
4618,fat,fat,128,57,,,,,,,,
4619,fat,fat,151,63,,,,,,,,
4620,normal,normal,169,61,,,,,,,,
4621,normal,normal,171,57,,,,,,,,
4622,fat,fat,129,48,,,,,,,,
4623,normal,normal,136,46,,,,,,,,
4624,thin,thin,185,60,,,,,,,,
4625,fat,fat,131,74,,,,,,,,
4626,normal,normal,166,60,,,,,,,,
4627,fat,fat,154,67,,,,,,,,
4628,fat,fat,124,61,,,,,,,,
4629,fat,fat,137,68,,,,,,,,
4630,normal,normal,135,45,,,,,,,,
4631,fat,fat,132,59,,,,,,,,
4632,fat,fat,170,79,,,,,,,,
4633,normal,normal,162,64,,,,,,,,
4634,normal,normal,160,48,,,,,,,,
4635,fat,fat,120,67,,,,,,,,
4636,normal,normal,138,36,,,,,,,,
4637,thin,thin,198,48,,,,,,,,
4638,fat,fat,125,54,,,,,,,,
4639,normal,normal,124,38,,,,,,,,
4640,thin,thin,181,52,,,,,,,,
4641,normal,normal,169,66,,,,,,,,
4642,normal,normal,146,44,,,,,,,,
4643,fat,fat,148,55,,,,,,,,
4644,fat,fat,135,53,,,,,,,,
4645,thin,thin,199,66,,,,,,,,
4646,thin,thin,199,48,,,,,,,,
4647,normal,normal,178,71,,,,,,,,
4648,fat,fat,121,44,,,,,,,,
4649,fat,fat,149,76,,,,,,,,
4650,normal,normal,175,60,,,,,,,,
4651,fat,fat,166,77,,,,,,,,
4652,thin,thin,199,64,,,,,,,,
4653,thin,thin,155,35,,,,,,,,
4654,fat,fat,146,63,,,,,,,,
4655,fat,fat,129,51,,,,,,,,
4656,fat,fat,128,52,,,,,,,,
4657,fat,fat,142,77,,,,,,,,
4658,thin,thin,175,51,,,,,,,,
4659,thin,thin,164,44,,,,,,,,
4660,thin,thin,170,35,,,,,,,,
4661,normal,normal,143,40,,,,,,,,
4662,normal,normal,165,51,,,,,,,,
4663,normal,normal,175,68,,,,,,,,
4664,fat,fat,165,76,,,,,,,,
4665,normal,normal,152,48,,,,,,,,
4666,fat,fat,121,71,,,,,,,,
4667,thin,thin,196,70,,,,,,,,
4668,fat,fat,131,75,,,,,,,,
4669,thin,thin,194,50,,,,,,,,
4670,thin,thin,176,38,,,,,,,,
4671,fat,fat,157,67,,,,,,,,
4672,fat,fat,139,50,,,,,,,,
4673,fat,fat,126,54,,,,,,,,
4674,fat,fat,123,60,,,,,,,,
4675,thin,thin,176,43,,,,,,,,
4676,thin,thin,197,37,,,,,,,,
4677,normal,normal,179,75,,,,,,,,
4678,fat,fat,148,79,,,,,,,,
4679,fat,fat,142,53,,,,,,,,
4680,normal,normal,133,44,,,,,,,,
4681,thin,thin,196,47,,,,,,,,
4682,normal,normal,160,61,,,,,,,,
4683,normal,normal,162,53,,,,,,,,
4684,normal,normal,173,68,,,,,,,,
4685,normal,normal,138,41,,,,,,,,
4686,fat,fat,165,72,,,,,,,,
4687,thin,thin,194,56,,,,,,,,
4688,normal,normal,166,53,,,,,,,,
4689,normal,normal,154,57,,,,,,,,
4690,thin,thin,163,39,,,,,,,,
4691,fat,fat,136,57,,,,,,,,
4692,fat,fat,123,58,,,,,,,,
4693,fat,fat,120,51,,,,,,,,
4694,fat,fat,143,78,,,,,,,,
4695,normal,normal,195,74,,,,,,,,
4696,normal,normal,154,47,,,,,,,,
4697,fat,fat,150,57,,,,,,,,
4698,thin,thin,181,45,,,,,,,,
4699,thin,thin,195,54,,,,,,,,
4700,fat,fat,130,69,,,,,,,,
4701,normal,normal,131,39,,,,,,,,
4702,normal,normal,125,38,,,,,,,,
4703,fat,fat,136,70,,,,,,,,
4704,normal,normal,154,48,,,,,,,,
4705,fat,fat,123,40,,,,,,,,
4706,normal,normal,177,70,,,,,,,,
4707,fat,fat,124,63,,,,,,,,
4708,thin,thin,180,51,,,,,,,,
4709,normal,normal,178,69,,,,,,,,
4710,fat,fat,131,43,,,,,,,,
4711,fat,fat,139,70,,,,,,,,
4712,normal,normal,183,70,,,,,,,,
4713,fat,fat,120,73,,,,,,,,
4714,fat,fat,126,58,,,,,,,,
4715,thin,thin,178,36,,,,,,,,
4716,thin,thin,198,65,,,,,,,,
4717,fat,fat,134,58,,,,,,,,
4718,normal,normal,133,41,,,,,,,,
4719,fat,fat,141,55,,,,,,,,
4720,fat,fat,153,78,,,,,,,,
4721,fat,fat,143,63,,,,,,,,
4722,fat,fat,121,60,,,,,,,,
4723,normal,normal,158,49,,,,,,,,
4724,normal,normal,176,65,,,,,,,,
4725,fat,fat,143,67,,,,,,,,
4726,fat,fat,120,72,,,,,,,,
4727,fat,fat,122,62,,,,,,,,
4728,normal,normal,184,77,,,,,,,,
4729,fat,fat,162,66,,,,,,,,
4730,normal,normal,185,64,,,,,,,,
4731,thin,thin,171,47,,,,,,,,
4732,thin,thin,200,40,,,,,,,,
4733,fat,fat,150,59,,,,,,,,
4734,fat,fat,148,67,,,,,,,,
4735,normal,normal,176,71,,,,,,,,
4736,normal,normal,162,63,,,,,,,,
4737,fat,fat,136,60,,,,,,,,
4738,thin,thin,193,56,,,,,,,,
4739,thin,thin,148,38,,,,,,,,
4740,thin,thin,181,48,,,,,,,,
4741,fat,fat,124,78,,,,,,,,
4742,normal,normal,173,60,,,,,,,,
4743,thin,thin,174,43,,,,,,,,
4744,normal,normal,162,51,,,,,,,,
4745,normal,normal,187,77,,,,,,,,
4746,thin,thin,194,54,,,,,,,,
4747,fat,fat,133,45,,,,,,,,
4748,fat,fat,121,61,,,,,,,,
4749,thin,thin,198,58,,,,,,,,
4750,normal,normal,135,36,,,,,,,,
4751,thin,thin,168,43,,,,,,,,
4752,thin,thin,180,46,,,,,,,,
4753,thin,thin,172,36,,,,,,,,
4754,normal,normal,177,65,,,,,,,,
4755,fat,fat,134,48,,,,,,,,
4756,normal,normal,152,46,,,,,,,,
4757,thin,thin,197,71,,,,,,,,
4758,normal,normal,164,50,,,,,,,,
4759,fat,fat,146,65,,,,,,,,
4760,thin,thin,198,63,,,,,,,,
4761,thin,thin,179,40,,,,,,,,
4762,fat,fat,148,56,,,,,,,,
4763,thin,thin,193,54,,,,,,,,
4764,thin,thin,197,55,,,,,,,,
4765,thin,thin,200,43,,,,,,,,
4766,normal,normal,175,69,,,,,,,,
4767,thin,thin,181,45,,,,,,,,
4768,thin,thin,147,38,,,,,,,,
4769,thin,thin,175,56,,,,,,,,
4770,thin,thin,198,38,,,,,,,,
4771,normal,normal,156,48,,,,,,,,
4772,fat,fat,133,72,,,,,,,,
4773,fat,fat,121,59,,,,,,,,
4774,normal,normal,178,74,,,,,,,,
4775,fat,fat,147,69,,,,,,,,
4776,fat,fat,155,69,,,,,,,,
4777,thin,thin,174,49,,,,,,,,
4778,fat,fat,133,71,,,,,,,,
4779,thin,thin,153,37,,,,,,,,
4780,fat,fat,127,71,,,,,,,,
4781,fat,fat,138,76,,,,,,,,
4782,thin,thin,179,38,,,,,,,,
4783,fat,fat,143,77,,,,,,,,
4784,fat,fat,162,80,,,,,,,,
4785,thin,thin,156,36,,,,,,,,
4786,thin,thin,184,61,,,,,,,,
4787,thin,thin,168,47,,,,,,,,
4788,normal,normal,195,77,,,,,,,,
4789,fat,fat,140,69,,,,,,,,
4790,fat,fat,128,46,,,,,,,,
4791,fat,fat,133,75,,,,,,,,
4792,fat,fat,129,72,,,,,,,,
4793,normal,normal,143,39,,,,,,,,
4794,thin,thin,189,66,,,,,,,,
4795,normal,normal,186,72,,,,,,,,
4796,thin,thin,187,35,,,,,,,,
4797,fat,fat,137,60,,,,,,,,
4798,thin,thin,164,40,,,,,,,,
4799,fat,fat,134,51,,,,,,,,
4800,fat,fat,121,68,,,,,,,,
4801,fat,fat,148,79,,,,,,,,
4802,thin,thin,195,35,,,,,,,,
4803,fat,fat,136,74,,,,,,,,
4804,fat,fat,137,66,,,,,,,,
4805,thin,thin,197,69,,,,,,,,
4806,fat,fat,156,68,,,,,,,,
4807,fat,fat,171,77,,,,,,,,
4808,fat,fat,155,61,,,,,,,,
4809,fat,fat,142,70,,,,,,,,
4810,thin,thin,163,45,,,,,,,,
4811,normal,normal,174,70,,,,,,,,
4812,fat,fat,131,52,,,,,,,,
4813,normal,normal,131,37,,,,,,,,
4814,thin,thin,174,54,,,,,,,,
4815,normal,normal,138,38,,,,,,,,
4816,fat,fat,136,64,,,,,,,,
4817,fat,fat,178,80,,,,,,,,
4818,thin,thin,162,45,,,,,,,,
4819,fat,fat,163,80,,,,,,,,
4820,normal,normal,158,62,,,,,,,,
4821,fat,fat,132,47,,,,,,,,
4822,normal,normal,139,45,,,,,,,,
4823,normal,normal,181,72,,,,,,,,
4824,fat,fat,145,68,,,,,,,,
4825,fat,fat,127,44,,,,,,,,
4826,fat,fat,155,77,,,,,,,,
4827,fat,fat,133,74,,,,,,,,
4828,thin,thin,180,56,,,,,,,,
4829,fat,fat,143,56,,,,,,,,
4830,normal,normal,141,37,,,,,,,,
4831,fat,fat,140,79,,,,,,,,
4832,normal,normal,159,49,,,,,,,,
4833,normal,normal,175,74,,,,,,,,
4834,fat,fat,123,40,,,,,,,,
4835,normal,normal,177,62,,,,,,,,
4836,fat,fat,123,51,,,,,,,,
4837,thin,thin,199,72,,,,,,,,
4838,thin,thin,176,43,,,,,,,,
4839,fat,fat,166,69,,,,,,,,
4840,thin,thin,155,43,,,,,,,,
4841,fat,fat,140,61,,,,,,,,
4842,thin,thin,182,40,,,,,,,,
4843,thin,thin,168,35,,,,,,,,
4844,fat,fat,134,45,,,,,,,,
4845,fat,fat,130,75,,,,,,,,
4846,fat,fat,175,80,,,,,,,,
4847,normal,normal,131,38,,,,,,,,
4848,fat,fat,120,60,,,,,,,,
4849,fat,fat,131,43,,,,,,,,
4850,thin,thin,163,49,,,,,,,,
4851,normal,normal,166,56,,,,,,,,
4852,fat,fat,136,55,,,,,,,,
4853,normal,normal,198,75,,,,,,,,
4854,thin,thin,200,71,,,,,,,,
4855,thin,thin,192,49,,,,,,,,
4856,thin,thin,191,67,,,,,,,,
4857,fat,fat,133,49,,,,,,,,
4858,fat,fat,141,68,,,,,,,,
4859,normal,normal,142,44,,,,,,,,
4860,normal,normal,178,73,,,,,,,,
4861,normal,normal,121,36,,,,,,,,
4862,thin,thin,169,43,,,,,,,,
4863,fat,fat,135,47,,,,,,,,
4864,thin,thin,164,43,,,,,,,,
4865,normal,normal,160,57,,,,,,,,
4866,fat,fat,122,44,,,,,,,,
4867,normal,normal,158,52,,,,,,,,
4868,fat,fat,151,74,,,,,,,,
4869,normal,normal,177,70,,,,,,,,
4870,fat,fat,129,71,,,,,,,,
4871,fat,fat,126,49,,,,,,,,
4872,thin,thin,191,66,,,,,,,,
4873,normal,normal,174,67,,,,,,,,
4874,normal,normal,181,70,,,,,,,,
4875,fat,fat,162,73,,,,,,,,
4876,fat,fat,131,46,,,,,,,,
4877,thin,thin,180,53,,,,,,,,
4878,thin,thin,161,37,,,,,,,,
4879,thin,thin,197,65,,,,,,,,
4880,normal,normal,154,50,,,,,,,,
4881,fat,fat,121,54,,,,,,,,
4882,fat,fat,148,55,,,,,,,,
4883,fat,fat,132,65,,,,,,,,
4884,thin,thin,160,47,,,,,,,,
4885,thin,thin,194,51,,,,,,,,
4886,fat,fat,158,75,,,,,,,,
4887,normal,normal,161,48,,,,,,,,
4888,fat,fat,133,80,,,,,,,,
4889,thin,thin,193,42,,,,,,,,
4890,normal,normal,198,74,,,,,,,,
4891,fat,fat,124,55,,,,,,,,
4892,thin,thin,178,48,,,,,,,,
4893,thin,thin,191,40,,,,,,,,
4894,thin,thin,156,43,,,,,,,,
4895,thin,thin,159,35,,,,,,,,
4896,normal,normal,148,49,,,,,,,,
4897,fat,fat,149,58,,,,,,,,
4898,thin,thin,184,51,,,,,,,,
4899,fat,fat,143,77,,,,,,,,
4900,fat,fat,140,70,,,,,,,,
4901,fat,fat,133,59,,,,,,,,
4902,normal,normal,166,68,,,,,,,,
4903,thin,thin,157,39,,,,,,,,
4904,fat,fat,167,73,,,,,,,,
4905,thin,thin,168,37,,,,,,,,
4906,fat,fat,153,72,,,,,,,,
4907,thin,thin,178,41,,,,,,,,
4908,normal,normal,175,64,,,,,,,,
4909,normal,normal,125,38,,,,,,,,
4910,fat,fat,126,57,,,,,,,,
4911,thin,thin,185,46,,,,,,,,
4912,fat,fat,152,77,,,,,,,,
4913,fat,fat,139,57,,,,,,,,
4914,normal,normal,137,38,,,,,,,,
4915,thin,thin,178,54,,,,,,,,
4916,thin,thin,172,47,,,,,,,,
4917,fat,fat,160,65,,,,,,,,
4918,normal,normal,190,77,,,,,,,,
4919,fat,fat,124,55,,,,,,,,
4920,fat,fat,128,54,,,,,,,,
4921,thin,thin,181,38,,,,,,,,
4922,normal,normal,184,64,,,,,,,,
4923,thin,thin,169,48,,,,,,,,
4924,normal,normal,156,58,,,,,,,,
4925,fat,fat,122,68,,,,,,,,
4926,fat,fat,130,53,,,,,,,,
4927,fat,fat,127,78,,,,,,,,
4928,thin,thin,180,49,,,,,,,,
4929,thin,thin,158,36,,,,,,,,
4930,normal,normal,146,40,,,,,,,,
4931,normal,normal,136,44,,,,,,,,
4932,fat,fat,152,76,,,,,,,,
4933,normal,normal,192,69,,,,,,,,
4934,fat,fat,120,55,,,,,,,,
4935,fat,fat,123,54,,,,,,,,
4936,normal,normal,139,45,,,,,,,,
4937,thin,thin,176,43,,,,,,,,
4938,normal,normal,152,45,,,,,,,,
4939,normal,normal,182,68,,,,,,,,
4940,thin,thin,186,59,,,,,,,,
4941,normal,normal,179,71,,,,,,,,
4942,fat,fat,141,61,,,,,,,,
4943,fat,fat,130,71,,,,,,,,
4944,fat,fat,125,48,,,,,,,,
4945,fat,fat,127,50,,,,,,,,
4946,thin,thin,198,54,,,,,,,,
4947,normal,normal,199,77,,,,,,,,
4948,fat,fat,153,75,,,,,,,,
4949,normal,normal,200,80,,,,,,,,
4950,thin,thin,146,35,,,,,,,,
4951,thin,thin,192,62,,,,,,,,
4952,thin,thin,152,39,,,,,,,,
4953,normal,normal,175,70,,,,,,,,
4954,fat,fat,121,71,,,,,,,,
4955,fat,fat,132,54,,,,,,,,
4956,thin,thin,199,52,,,,,,,,
4957,thin,thin,192,64,,,,,,,,
4958,normal,normal,199,74,,,,,,,,
4959,thin,thin,193,50,,,,,,,,
4960,thin,thin,196,50,,,,,,,,
4961,thin,thin,164,47,,,,,,,,
4962,fat,fat,157,63,,,,,,,,
4963,fat,fat,135,75,,,,,,,,
4964,thin,thin,168,36,,,,,,,,
4965,thin,thin,197,48,,,,,,,,
4966,fat,fat,137,61,,,,,,,,
4967,fat,fat,135,69,,,,,,,,
4968,thin,thin,183,51,,,,,,,,
4969,fat,fat,148,55,,,,,,,,
4970,normal,normal,190,70,,,,,,,,
4971,thin,thin,187,35,,,,,,,,
4972,fat,fat,128,71,,,,,,,,
4973,thin,thin,197,36,,,,,,,,
4974,thin,thin,143,36,,,,,,,,
4975,fat,fat,122,75,,,,,,,,
4976,thin,thin,196,63,,,,,,,,
4977,fat,fat,147,60,,,,,,,,
4978,normal,normal,155,49,,,,,,,,
4979,normal,normal,182,63,,,,,,,,
4980,fat,fat,120,77,,,,,,,,
4981,fat,fat,165,80,,,,,,,,
4982,fat,fat,167,71,,,,,,,,
4983,normal,normal,131,42,,,,,,,,
4984,normal,normal,157,61,,,,,,,,
4985,fat,fat,174,77,,,,,,,,
4986,normal,normal,172,56,,,,,,,,
4987,fat,fat,121,40,,,,,,,,
4988,normal,normal,187,69,,,,,,,,
4989,thin,thin,195,63,,,,,,,,
4990,thin,thin,200,60,,,,,,,,
4991,thin,thin,192,54,,,,,,,,
4992,fat,fat,145,80,,,,,,,,
4993,fat,fat,150,79,,,,,,,,
4994,thin,thin,198,65,,,,,,,,
4995,fat,fat,123,62,,,,,,,,
4996,thin,thin,161,43,,,,,,,,
4997,thin,thin,167,51,,,,,,,,
4998,normal,normal,153,49,,,,,,,,
4999,thin,thin,186,49,,,,,,,,
5000,fat,fat,146,57,,,,,,,,
5001,thin,thin,173,36,,,,,,,,
5002,fat,fat,126,62,,,,,,,,
5003,fat,fat,128,61,,,,,,,,
5004,normal,normal,196,79,,,,,,,,
5005,fat,fat,123,70,,,,,,,,
5006,thin,thin,175,41,,,,,,,,
5007,fat,fat,124,44,,,,,,,,
5008,thin,thin,197,47,,,,,,,,
5009,thin,thin,148,39,,,,,,,,
5010,normal,normal,180,74,,,,,,,,
5011,normal,normal,166,55,,,,,,,,
5012,thin,thin,188,39,,,,,,,,
5013,fat,fat,132,45,,,,,,,,
5014,thin,thin,162,37,,,,,,,,
5015,fat,fat,124,69,,,,,,,,
5016,thin,thin,180,51,,,,,,,,
5017,normal,normal,148,44,,,,,,,,
5018,fat,fat,173,76,,,,,,,,
5019,thin,thin,183,38,,,,,,,,
5020,normal,normal,145,47,,,,,,,,
5021,fat,fat,130,45,,,,,,,,
5022,thin,thin,169,48,,,,,,,,
5023,thin,thin,166,48,,,,,,,,
5024,normal,normal,197,73,,,,,,,,
5025,fat,fat,125,62,,,,,,,,
5026,thin,thin,178,53,,,,,,,,
5027,fat,fat,135,57,,,,,,,,
5028,thin,thin,161,43,,,,,,,,
5029,thin,thin,153,43,,,,,,,,
5030,thin,thin,196,71,,,,,,,,
5031,thin,thin,197,61,,,,,,,,
5032,fat,fat,149,63,,,,,,,,
5033,fat,fat,139,77,,,,,,,,
5034,thin,thin,170,36,,,,,,,,
5035,thin,thin,189,44,,,,,,,,
5036,fat,fat,130,49,,,,,,,,
5037,fat,fat,176,79,,,,,,,,
5038,fat,fat,125,47,,,,,,,,
5039,normal,normal,199,80,,,,,,,,
5040,normal,normal,154,59,,,,,,,,
5041,thin,thin,189,60,,,,,,,,
5042,thin,thin,199,46,,,,,,,,
5043,thin,thin,155,42,,,,,,,,
5044,normal,normal,150,45,,,,,,,,
5045,fat,fat,143,80,,,,,,,,
5046,normal,normal,162,59,,,,,,,,
5047,thin,thin,193,50,,,,,,,,
5048,fat,fat,131,45,,,,,,,,
5049,normal,normal,128,40,,,,,,,,
5050,fat,fat,146,76,,,,,,,,
5051,fat,fat,152,60,,,,,,,,
5052,fat,fat,155,62,,,,,,,,
5053,thin,thin,181,40,,,,,,,,
5054,fat,fat,131,70,,,,,,,,
5055,fat,fat,157,80,,,,,,,,
5056,fat,fat,133,78,,,,,,,,
5057,fat,fat,128,78,,,,,,,,
5058,fat,fat,139,64,,,,,,,,
5059,fat,fat,166,79,,,,,,,,
5060,fat,fat,142,60,,,,,,,,
5061,normal,normal,168,54,,,,,,,,
5062,normal,normal,139,37,,,,,,,,
5063,normal,normal,198,79,,,,,,,,
5064,fat,fat,124,55,,,,,,,,
5065,thin,thin,185,44,,,,,,,,
5066,fat,fat,130,72,,,,,,,,
5067,normal,normal,168,58,,,,,,,,
5068,fat,fat,147,76,,,,,,,,
5069,normal,normal,192,75,,,,,,,,
5070,fat,fat,139,75,,,,,,,,
5071,normal,normal,161,57,,,,,,,,
5072,thin,thin,196,62,,,,,,,,
5073,fat,fat,132,52,,,,,,,,
5074,fat,fat,173,76,,,,,,,,
5075,fat,fat,138,79,,,,,,,,
5076,thin,thin,182,61,,,,,,,,
5077,normal,normal,152,48,,,,,,,,
5078,normal,normal,141,41,,,,,,,,
5079,fat,fat,133,70,,,,,,,,
5080,fat,fat,150,78,,,,,,,,
5081,fat,fat,127,74,,,,,,,,
5082,normal,normal,148,48,,,,,,,,
5083,fat,fat,134,49,,,,,,,,
5084,thin,thin,200,73,,,,,,,,
5085,fat,fat,157,70,,,,,,,,
5086,thin,thin,174,35,,,,,,,,
5087,thin,thin,178,49,,,,,,,,
5088,thin,thin,182,49,,,,,,,,
5089,thin,thin,190,49,,,,,,,,
5090,fat,fat,131,52,,,,,,,,
5091,normal,normal,153,53,,,,,,,,
5092,fat,fat,121,77,,,,,,,,
5093,fat,fat,169,74,,,,,,,,
5094,thin,thin,189,51,,,,,,,,
5095,fat,fat,124,49,,,,,,,,
5096,normal,normal,149,51,,,,,,,,
5097,fat,fat,126,57,,,,,,,,
5098,fat,fat,154,78,,,,,,,,
5099,thin,thin,186,45,,,,,,,,
5100,fat,fat,127,54,,,,,,,,
5101,fat,fat,166,70,,,,,,,,
5102,normal,normal,146,43,,,,,,,,
5103,fat,fat,133,53,,,,,,,,
5104,thin,thin,172,36,,,,,,,,
5105,fat,fat,124,63,,,,,,,,
5106,normal,normal,145,52,,,,,,,,
5107,normal,normal,172,72,,,,,,,,
5108,thin,thin,196,42,,,,,,,,
5109,fat,fat,144,79,,,,,,,,
5110,thin,thin,158,42,,,,,,,,
5111,normal,normal,179,75,,,,,,,,
5112,normal,normal,182,64,,,,,,,,
5113,thin,thin,172,52,,,,,,,,
5114,fat,fat,139,75,,,,,,,,
5115,thin,thin,187,58,,,,,,,,
5116,normal,normal,173,69,,,,,,,,
5117,fat,fat,143,53,,,,,,,,
5118,normal,normal,177,76,,,,,,,,
5119,normal,normal,143,47,,,,,,,,
5120,thin,thin,193,37,,,,,,,,
5121,thin,thin,171,39,,,,,,,,
5122,thin,thin,174,47,,,,,,,,
5123,fat,fat,132,67,,,,,,,,
5124,fat,fat,129,47,,,,,,,,
5125,fat,fat,150,60,,,,,,,,
5126,thin,thin,176,42,,,,,,,,
5127,thin,thin,199,37,,,,,,,,
5128,fat,fat,121,38,,,,,,,,
5129,normal,normal,194,80,,,,,,,,
5130,fat,fat,162,69,,,,,,,,
5131,thin,thin,200,63,,,,,,,,
5132,normal,normal,136,36,,,,,,,,
5133,thin,thin,184,49,,,,,,,,
5134,thin,thin,175,44,,,,,,,,
5135,normal,normal,164,63,,,,,,,,
5136,fat,fat,122,38,,,,,,,,
5137,thin,thin,167,49,,,,,,,,
5138,normal,normal,123,37,,,,,,,,
5139,thin,thin,159,45,,,,,,,,
5140,thin,thin,192,47,,,,,,,,
5141,fat,fat,150,58,,,,,,,,
5142,fat,fat,135,52,,,,,,,,
5143,thin,thin,177,44,,,,,,,,
5144,fat,fat,150,72,,,,,,,,
5145,normal,normal,159,60,,,,,,,,
5146,fat,fat,133,64,,,,,,,,
5147,fat,fat,158,80,,,,,,,,
5148,normal,normal,191,76,,,,,,,,
5149,fat,fat,148,80,,,,,,,,
5150,fat,fat,146,57,,,,,,,,
5151,fat,fat,137,51,,,,,,,,
5152,fat,fat,134,51,,,,,,,,
5153,thin,thin,190,48,,,,,,,,
5154,fat,fat,128,75,,,,,,,,
5155,normal,normal,166,58,,,,,,,,
5156,normal,normal,148,44,,,,,,,,
5157,fat,fat,160,68,,,,,,,,
5158,thin,thin,166,36,,,,,,,,
5159,normal,normal,163,64,,,,,,,,
5160,thin,thin,169,49,,,,,,,,
5161,normal,normal,139,38,,,,,,,,
5162,fat,fat,138,77,,,,,,,,
5163,fat,fat,135,73,,,,,,,,
5164,fat,fat,125,61,,,,,,,,
5165,fat,fat,137,52,,,,,,,,
5166,fat,fat,159,73,,,,,,,,
